treatment_class,treatment,orig_var,variable,value,replacement
MappedCodeTransform,impact_code,v_1182,v_1182_impact_code,a,-0.0005217904744223643
MappedCodeTransform,impact_code,v_1182,v_1182_impact_code,b,0.00040645793634312526
MappedCodeTransform,deviation_code,v_1182,v_1182_deviation_code,a,1.3490481179123657
MappedCodeTransform,deviation_code,v_1182,v_1182_deviation_code,b,1.535708423699662
MappedCodeTransform,prevalence_code,v_1182,v_1182_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_1182,v_1182_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_1182,v_1182_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1182,v_1182_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2794,v_2794_impact_code,a,0.12416662401926075
MappedCodeTransform,impact_code,v_2794,v_2794_impact_code,b,-0.10955188603453303
MappedCodeTransform,deviation_code,v_2794,v_2794_deviation_code,a,1.5122215203348597
MappedCodeTransform,deviation_code,v_2794,v_2794_deviation_code,b,1.366469909739305
MappedCodeTransform,prevalence_code,v_2794,v_2794_prevalence_code,a,0.42
MappedCodeTransform,prevalence_code,v_2794,v_2794_prevalence_code,b,0.58
IndicatorCodeTransform,indicator_code,v_2794,v_2794_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2794,v_2794_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3845,v_3845_impact_code,a,-0.05914017953621081
MappedCodeTransform,impact_code,v_3845,v_3845_impact_code,b,0.06722555932435202
MappedCodeTransform,deviation_code,v_3845,v_3845_deviation_code,a,1.5192116028970737
MappedCodeTransform,deviation_code,v_3845,v_3845_deviation_code,b,1.3460914707020755
MappedCodeTransform,prevalence_code,v_3845,v_3845_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_3845,v_3845_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_3845,v_3845_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3845,v_3845_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2850,v_2850_impact_code,a,-0.003060622577625562
MappedCodeTransform,impact_code,v_2850,v_2850_impact_code,b,0.003182426745863199
MappedCodeTransform,deviation_code,v_2850,v_2850_deviation_code,a,1.4471363095845207
MappedCodeTransform,deviation_code,v_2850,v_2850_deviation_code,b,1.4328139169874623
MappedCodeTransform,prevalence_code,v_2850,v_2850_prevalence_code,a,0.58
MappedCodeTransform,prevalence_code,v_2850,v_2850_prevalence_code,b,0.42
IndicatorCodeTransform,indicator_code,v_2850,v_2850_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2850,v_2850_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4984,v_4984_impact_code,a,-0.03214689944403032
MappedCodeTransform,impact_code,v_4984,v_4984_impact_code,b,0.0404103017412645
MappedCodeTransform,deviation_code,v_4984,v_4984_deviation_code,a,1.5311200612553126
MappedCodeTransform,deviation_code,v_4984,v_4984_deviation_code,b,1.3246346074038702
MappedCodeTransform,prevalence_code,v_4984,v_4984_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_4984,v_4984_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_4984,v_4984_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4984,v_4984_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4917,v_4917_impact_code,a,0.06723037746006345
MappedCodeTransform,impact_code,v_4917,v_4917_impact_code,b,-0.09468995528570467
MappedCodeTransform,deviation_code,v_4917,v_4917_deviation_code,a,1.6508876478426928
MappedCodeTransform,deviation_code,v_4917,v_4917_deviation_code,b,1.1651418049506261
MappedCodeTransform,prevalence_code,v_4917,v_4917_prevalence_code,a,0.51
MappedCodeTransform,prevalence_code,v_4917,v_4917_prevalence_code,b,0.49
IndicatorCodeTransform,indicator_code,v_4917,v_4917_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4917,v_4917_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1661,v_1661_impact_code,a,0.1551654749273026
MappedCodeTransform,impact_code,v_1661,v_1661_impact_code,b,-0.18368319627457425
MappedCodeTransform,deviation_code,v_1661,v_1661_deviation_code,a,1.4500480889210852
MappedCodeTransform,deviation_code,v_1661,v_1661_deviation_code,b,1.3878059878941649
MappedCodeTransform,prevalence_code,v_1661,v_1661_prevalence_code,a,0.55
MappedCodeTransform,prevalence_code,v_1661,v_1661_prevalence_code,b,0.45
IndicatorCodeTransform,indicator_code,v_1661,v_1661_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1661,v_1661_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2546,v_2546_impact_code,a,0.12551814269350792
MappedCodeTransform,impact_code,v_2546,v_2546_impact_code,b,-0.10562289588706343
MappedCodeTransform,deviation_code,v_2546,v_2546_deviation_code,a,1.3276365361073104
MappedCodeTransform,deviation_code,v_2546,v_2546_deviation_code,b,1.5141526025828793
MappedCodeTransform,prevalence_code,v_2546,v_2546_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_2546,v_2546_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_2546,v_2546_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2546,v_2546_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4341,v_4341_impact_code,a,0.05108052066578901
MappedCodeTransform,impact_code,v_4341,v_4341_impact_code,b,-0.05058132972949268
MappedCodeTransform,deviation_code,v_4341,v_4341_deviation_code,a,1.4303634171074153
MappedCodeTransform,deviation_code,v_4341,v_4341_deviation_code,b,1.4425087432648187
MappedCodeTransform,prevalence_code,v_4341,v_4341_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_4341,v_4341_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_4341,v_4341_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4341,v_4341_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2058,v_2058_impact_code,a,0.1921290237668615
MappedCodeTransform,impact_code,v_2058,v_2058_impact_code,b,-0.17006673016998286
MappedCodeTransform,deviation_code,v_2058,v_2058_deviation_code,a,1.4152580010070286
MappedCodeTransform,deviation_code,v_2058,v_2058_deviation_code,b,1.4250997863746528
MappedCodeTransform,prevalence_code,v_2058,v_2058_prevalence_code,a,0.46
MappedCodeTransform,prevalence_code,v_2058,v_2058_prevalence_code,b,0.54
IndicatorCodeTransform,indicator_code,v_2058,v_2058_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2058,v_2058_lev_a,a,1.0
MappedCodeTransform,impact_code,v_686,v_686_impact_code,a,-0.035808081640022894
MappedCodeTransform,impact_code,v_686,v_686_impact_code,b,0.028810136752632234
MappedCodeTransform,deviation_code,v_686,v_686_deviation_code,a,1.345684879729731
MappedCodeTransform,deviation_code,v_686,v_686_deviation_code,b,1.5095099056300998
MappedCodeTransform,prevalence_code,v_686,v_686_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_686,v_686_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_686,v_686_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_686,v_686_lev_a,a,1.0
MappedCodeTransform,impact_code,v_372,v_372_impact_code,a,-0.22311641168542728
MappedCodeTransform,impact_code,v_372,v_372_impact_code,b,0.21956831452402514
MappedCodeTransform,deviation_code,v_372,v_372_deviation_code,a,1.3315652840418641
MappedCodeTransform,deviation_code,v_372,v_372_deviation_code,b,1.4947084863017863
MappedCodeTransform,prevalence_code,v_372,v_372_prevalence_code,a,0.51
MappedCodeTransform,prevalence_code,v_372,v_372_prevalence_code,b,0.49
IndicatorCodeTransform,indicator_code,v_372,v_372_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_372,v_372_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1627,v_1627_impact_code,a,0.06178635552898388
MappedCodeTransform,impact_code,v_1627,v_1627_impact_code,b,-0.08173317800736546
MappedCodeTransform,deviation_code,v_1627,v_1627_deviation_code,a,1.4789510838859703
MappedCodeTransform,deviation_code,v_1627,v_1627_deviation_code,b,1.364675242716141
MappedCodeTransform,prevalence_code,v_1627,v_1627_prevalence_code,a,0.6
MappedCodeTransform,prevalence_code,v_1627,v_1627_prevalence_code,b,0.4
IndicatorCodeTransform,indicator_code,v_1627,v_1627_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1627,v_1627_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2205,v_2205_impact_code,a,0.0396319520656949
MappedCodeTransform,impact_code,v_2205,v_2205_impact_code,b,-0.0383708125163535
MappedCodeTransform,deviation_code,v_2205,v_2205_deviation_code,a,1.4192093089048317
MappedCodeTransform,deviation_code,v_2205,v_2205_deviation_code,b,1.4557099591346252
MappedCodeTransform,prevalence_code,v_2205,v_2205_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_2205,v_2205_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_2205,v_2205_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2205,v_2205_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4051,v_4051_impact_code,a,0.0663988454403789
MappedCodeTransform,impact_code,v_4051,v_4051_impact_code,b,-0.05246438519424097
MappedCodeTransform,deviation_code,v_4051,v_4051_deviation_code,a,1.262996670315314
MappedCodeTransform,deviation_code,v_4051,v_4051_deviation_code,b,1.5958027507196246
MappedCodeTransform,prevalence_code,v_4051,v_4051_prevalence_code,a,0.51
MappedCodeTransform,prevalence_code,v_4051,v_4051_prevalence_code,b,0.49
IndicatorCodeTransform,indicator_code,v_4051,v_4051_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4051,v_4051_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4365,v_4365_impact_code,a,-0.024266383153075045
MappedCodeTransform,impact_code,v_4365,v_4365_impact_code,b,0.02290302752536639
MappedCodeTransform,deviation_code,v_4365,v_4365_deviation_code,a,1.4540329002376882
MappedCodeTransform,deviation_code,v_4365,v_4365_deviation_code,b,1.4281394798812335
MappedCodeTransform,prevalence_code,v_4365,v_4365_prevalence_code,a,0.42
MappedCodeTransform,prevalence_code,v_4365,v_4365_prevalence_code,b,0.58
IndicatorCodeTransform,indicator_code,v_4365,v_4365_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4365,v_4365_lev_a,a,1.0
MappedCodeTransform,impact_code,v_24,v_24_impact_code,a,-0.028319772190013387
MappedCodeTransform,impact_code,v_24,v_24_impact_code,b,0.03674419737884722
MappedCodeTransform,deviation_code,v_24,v_24_deviation_code,a,1.598904170732739
MappedCodeTransform,deviation_code,v_24,v_24_deviation_code,b,1.2793339145879632
MappedCodeTransform,prevalence_code,v_24,v_24_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_24,v_24_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_24,v_24_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_24,v_24_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3093,v_3093_impact_code,a,-0.12182718381719423
MappedCodeTransform,impact_code,v_3093,v_3093_impact_code,b,0.11459893479687416
MappedCodeTransform,deviation_code,v_3093,v_3093_deviation_code,a,1.4693885934516142
MappedCodeTransform,deviation_code,v_3093,v_3093_deviation_code,b,1.3940847862938808
MappedCodeTransform,prevalence_code,v_3093,v_3093_prevalence_code,a,0.46
MappedCodeTransform,prevalence_code,v_3093,v_3093_prevalence_code,b,0.54
IndicatorCodeTransform,indicator_code,v_3093,v_3093_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3093,v_3093_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1143,v_1143_impact_code,a,-0.0014407898124554346
MappedCodeTransform,impact_code,v_1143,v_1143_impact_code,b,0.0015423999713167
MappedCodeTransform,deviation_code,v_1143,v_1143_deviation_code,a,1.4671471630036563
MappedCodeTransform,deviation_code,v_1143,v_1143_deviation_code,b,1.4151860041326272
MappedCodeTransform,prevalence_code,v_1143,v_1143_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_1143,v_1143_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_1143,v_1143_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1143,v_1143_lev_b,b,1.0
MappedCodeTransform,impact_code,v_847,v_847_impact_code,a,0.023193530415817617
MappedCodeTransform,impact_code,v_847,v_847_impact_code,b,-0.026787782248968342
MappedCodeTransform,deviation_code,v_847,v_847_deviation_code,a,1.4964036310383733
MappedCodeTransform,deviation_code,v_847,v_847_deviation_code,b,1.3738009290333462
MappedCodeTransform,prevalence_code,v_847,v_847_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_847,v_847_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_847,v_847_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_847,v_847_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4208,v_4208_impact_code,a,0.058874607128914604
MappedCodeTransform,impact_code,v_4208,v_4208_impact_code,b,-0.04795217206994646
MappedCodeTransform,deviation_code,v_4208,v_4208_deviation_code,a,1.350757441774365
MappedCodeTransform,deviation_code,v_4208,v_4208_deviation_code,b,1.5023824932079008
MappedCodeTransform,prevalence_code,v_4208,v_4208_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_4208,v_4208_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_4208,v_4208_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4208,v_4208_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1334,v_1334_impact_code,a,0.0013161233732411886
MappedCodeTransform,impact_code,v_1334,v_1334_impact_code,b,-0.0013004128254228637
MappedCodeTransform,deviation_code,v_1334,v_1334_deviation_code,a,1.4357630423607357
MappedCodeTransform,deviation_code,v_1334,v_1334_deviation_code,b,1.4478113741762475
MappedCodeTransform,prevalence_code,v_1334,v_1334_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_1334,v_1334_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_1334,v_1334_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1334,v_1334_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2029,v_2029_impact_code,a,-0.002040146349658516
MappedCodeTransform,impact_code,v_2029,v_2029_impact_code,b,0.0022044229607430105
MappedCodeTransform,deviation_code,v_2029,v_2029_deviation_code,a,1.4645551329060642
MappedCodeTransform,deviation_code,v_2029,v_2029_deviation_code,b,1.4122444706356072
MappedCodeTransform,prevalence_code,v_2029,v_2029_prevalence_code,a,0.55
MappedCodeTransform,prevalence_code,v_2029,v_2029_prevalence_code,b,0.45
IndicatorCodeTransform,indicator_code,v_2029,v_2029_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2029,v_2029_lev_b,b,1.0
MappedCodeTransform,impact_code,v_740,v_740_impact_code,a,0.003262781491253976
MappedCodeTransform,impact_code,v_740,v_740_impact_code,b,-0.003155127728209028
MappedCodeTransform,deviation_code,v_740,v_740_deviation_code,a,1.4245000477557694
MappedCodeTransform,deviation_code,v_740,v_740_deviation_code,b,1.4613180560982393
MappedCodeTransform,prevalence_code,v_740,v_740_prevalence_code,a,0.55
MappedCodeTransform,prevalence_code,v_740,v_740_prevalence_code,b,0.45
IndicatorCodeTransform,indicator_code,v_740,v_740_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_740,v_740_lev_b,b,1.0
MappedCodeTransform,impact_code,v_82,v_82_impact_code,a,0.07759813102363129
MappedCodeTransform,impact_code,v_82,v_82_impact_code,b,-0.07237584731612653
MappedCodeTransform,deviation_code,v_82,v_82_deviation_code,a,1.4113558717047896
MappedCodeTransform,deviation_code,v_82,v_82_deviation_code,b,1.4546534970934963
MappedCodeTransform,prevalence_code,v_82,v_82_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_82,v_82_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_82,v_82_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_82,v_82_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3605,v_3605_impact_code,a,-0.0008029802468899523
MappedCodeTransform,impact_code,v_3605,v_3605_impact_code,b,0.0006749189132937003
MappedCodeTransform,deviation_code,v_3605,v_3605_deviation_code,a,1.3731242483213904
MappedCodeTransform,deviation_code,v_3605,v_3605_deviation_code,b,1.5018229968030685
MappedCodeTransform,prevalence_code,v_3605,v_3605_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_3605,v_3605_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_3605,v_3605_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3605,v_3605_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3800,v_3800_impact_code,a,-0.020244272006287114
MappedCodeTransform,impact_code,v_3800,v_3800_impact_code,b,0.018176067917724904
MappedCodeTransform,deviation_code,v_3800,v_3800_deviation_code,a,1.4205455663411006
MappedCodeTransform,deviation_code,v_3800,v_3800_deviation_code,b,1.4529106311898705
MappedCodeTransform,prevalence_code,v_3800,v_3800_prevalence_code,a,0.42
MappedCodeTransform,prevalence_code,v_3800,v_3800_prevalence_code,b,0.58
IndicatorCodeTransform,indicator_code,v_3800,v_3800_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3800,v_3800_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3168,v_3168_impact_code,a,0.005819326401602085
MappedCodeTransform,impact_code,v_3168,v_3168_impact_code,b,-0.005894904258677057
MappedCodeTransform,deviation_code,v_3168,v_3168_deviation_code,a,1.4517127949012631
MappedCodeTransform,deviation_code,v_3168,v_3168_deviation_code,b,1.4311070019391507
MappedCodeTransform,prevalence_code,v_3168,v_3168_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_3168,v_3168_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_3168,v_3168_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3168,v_3168_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4315,v_4315_impact_code,a,0.03471606972723393
MappedCodeTransform,impact_code,v_4315,v_4315_impact_code,b,-0.040095925067561544
MappedCodeTransform,deviation_code,v_4315,v_4315_deviation_code,a,1.4824156906426842
MappedCodeTransform,deviation_code,v_4315,v_4315_deviation_code,b,1.383313652226711
MappedCodeTransform,prevalence_code,v_4315,v_4315_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_4315,v_4315_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_4315,v_4315_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4315,v_4315_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3746,v_3746_impact_code,a,0.013552141407612874
MappedCodeTransform,impact_code,v_3746,v_3746_impact_code,b,-0.013342109153707635
MappedCodeTransform,deviation_code,v_3746,v_3746_deviation_code,a,1.436154288320372
MappedCodeTransform,deviation_code,v_3746,v_3746_deviation_code,b,1.4436905824941466
MappedCodeTransform,prevalence_code,v_3746,v_3746_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_3746,v_3746_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_3746,v_3746_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3746,v_3746_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2765,v_2765_impact_code,a,-0.005883542596955011
MappedCodeTransform,impact_code,v_2765,v_2765_impact_code,b,0.00532530655095898
MappedCodeTransform,deviation_code,v_2765,v_2765_deviation_code,a,1.4014649631563825
MappedCodeTransform,deviation_code,v_2765,v_2765_deviation_code,b,1.4762135630651239
MappedCodeTransform,prevalence_code,v_2765,v_2765_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_2765,v_2765_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_2765,v_2765_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2765,v_2765_lev_a,a,1.0
MappedCodeTransform,impact_code,v_739,v_739_impact_code,a,0.005235706270467636
MappedCodeTransform,impact_code,v_739,v_739_impact_code,b,-0.0032721809172314995
MappedCodeTransform,deviation_code,v_739,v_739_deviation_code,a,1.243525046999758
MappedCodeTransform,deviation_code,v_739,v_739_deviation_code,b,1.6145696559796623
MappedCodeTransform,prevalence_code,v_739,v_739_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_739,v_739_prevalence_code,b,0.5
